Date,White Pixel Count,Lake Area (sq meters),Outlier
2024-08-09,3900,17803.467642771473,True*
2024-08-10,8684,39642.387951234334,False
2024-08-11,8772,40044.10722112223,True
2024-08-12,7452,34018.318172803825,False
2024-08-13,4879,22272.59452027785,False
2024-08-14,2965,13535.200400209202,False
2024-08-15,392,1789.4767476835043,True
2024-08-16,3354,15310.98217278324,False
2024-08-17,8583,39181.32378920391,False
2024-08-18,5508,25143.97430163792,False
2024-08-19,8782,40089.75713815494,False
2024-08-20,10633,48539.55678091052,True
2024-08-21,5679,25924.587882897973,False
2024-08-22,10515,48000.88775992448,True
2024-08-23,3753,17132.413862390025,True
2024-08-24,6675,30471.319619360023,False
2024-08-25,6299,28754.882738928565,False
2024-08-26,7824,35716.49508642083,False
2024-08-27,6571,29996.560482219407,False
2024-08-28,7652,34931.31651345813,False
2024-08-29,8686,39651.51793464088,True
2024-08-30,6011,27440.16512838532,False
2024-08-31,5863,26764.5463563006,False
2024-09-01,8169,37291.4172240495,True
2024-09-02,3468,15831.391226956606,False
2024-09-03,2508,11448.999191812458,False
2024-09-04,1935,8833.258945835794,True
2024-09-05,3886,17739.557758925617,False
2024-09-06,1421,6486.853210352703,True
2024-09-07,5898,26924.321065915232,False
2024-09-08,4422,20186.393311881104,False
2024-09-09,7076,32301.881292373364,True
2024-09-10,7693,35118.48117329226,True
2024-09-11,4323,19734.459133256863,False
2024-09-12,3150,14379.723865315107,True
2024-09-13,4626,21117.651619349235,False
2024-09-14,5649,25787.638131799715,False
2024-09-15,6843,31238.23822551025,False
2024-09-16,8724,39824.9876193652,False
2024-09-17,7036,32119.28162424236,False
2024-09-18,8970,40947.97557836999,False
2024-09-19,9245,42203.348296769655,False
2024-09-20,10252,46800.29494196407,False
2024-09-21,12839,58609.928478327485,False
2024-09-22,28,127.81976769167927,True
2024-09-23,12384,56532.85725333895,False
2024-09-24,10836,49466.25009667464,False
2024-09-25,13153,60043.33587315474,False
2024-09-26,11345,51789.83087363984,False
2024-09-27,8897,40614.73118403117,False
2024-09-28,8376,38236.37050662671,True*
2024-09-29,5498,25098.32438460517,True*
2024-09-30,15006,68502.26549931687,False
2024-10-01,14998,68465.7455656907,False
2024-10-02,15804,72145.12887852754,True
2024-10-03,13415,61239.36369941188,False
2024-10-04,16331,74550.87950615163,True
2024-10-05,9523,43472.415990279136,True*
2024-10-06,5851,26709.7664558613,True*
2024-10-07,5999,27385.385227946022,True*
2024-10-08,12774,58313.20401761484,False
2024-10-09,15805,72149.69387023081,False
2024-10-10,16659,76048.19678482469,False
2024-10-11,12447,56820.45173064505,False
2024-10-12,16160,73770.2659248922,False
2024-10-13,20063,91587.42854276091,True
2024-10-14,11976,54670.34063840417,True*
2024-10-15,18097,82612.65485412913,False
2024-10-16,18697,85351.64987609204,True
2024-10-17,12416,56678.936987843634,False
2024-10-18,16943,77344.6544285538,False
2024-10-19,16355,74660.43930703014,False
2024-10-20,15349,70068.057653539,False
2024-10-21,6366,29060.737183048004,True*
2024-10-22,17149,78285.04271942773,False
2024-10-23,14687,67046.03314597326,False
2024-10-24,16752,76472.74101322894,False
2024-10-25,15641,71401.03523089428,False
2024-10-26,16012,73094.64715280801,False
2024-10-27,18783,85744.23916257339,False
2024-10-28,20418,93208.00059742232,True
2024-10-29,19200,87647.84070283761,False
2024-10-30,19146,87401.33115086095,False
2024-10-31,16740,76417.96111278968,True
2024-11-01,18669,85223.83010840043,False
2024-11-02,20206,92240.22235632876,True
2024-11-03,19351,88337.15445003161,False
2024-11-04,18238,83256.31868429041,False
2024-11-05,19653,89715.7819444196,False
2024-11-06,19560,89291.23771601536,False
2024-11-07,14296,65261.121389994085,True
2024-11-08,20963,95695.9210757053,False
2024-11-09,21237,96946.72880240167,False
2024-11-10,20927,95531.58137438752,False
2024-11-11,21943,100169.61294491138,False
2024-11-12,22,100.42981747203372,True
2024-11-13,21453,97932.76701030834,False
2024-11-14,21505,98170.14657887846,False
2024-11-15,2198,10033.85176379716,True
2024-11-16,21511,98197.53652909808,False*
2024-11-17,20502,93591.45990049712,True*
2024-11-18,21390,97645.17253300225,False*
2024-11-19,19423,88665.83385266716,True*
2024-11-20,19756,90185.97608985656,True*
2024-11-21,19005,86757.66732069966,True*
2024-11-22,18061,82448.31515281135,True*
2024-11-23,1897,8659.789261111337,True
2024-11-25,22478,102611.88350616164,False
2024-11-26,22290,101753.6650659466,False
2024-11-27,12927,59011.64774821538,True*
2024-11-28,14727,67228.63281410412,True*
2024-11-29,23902,109112.43169162028,True
2024-11-30,14773,67438.6224324546,True*
2024-12-01,24529,111974.68148957152,False*
2024-12-02,0,0.0,True
2024-12-06,14366,65580.6708092231,True*
2024-12-29,5011,22875.17342511017,True*
2024-12-31,28774,131353.07126996,False*
